,anchor,positive,negative
49642,2448,4684,1640
49643,2449,3212,5904
49644,2450,92,5909
49645,2451,3794,642
49646,2452,4128,4746
49647,2453,926,278
49648,2454,4471,4323
49649,2455,2311,4482
49650,2456,5515,6663
49651,2457,2640,6267
49652,2458,2277,4557
49653,2459,4998,388
49654,2460,531,6642
49655,2461,3443,2182
49656,2462,3776,1623
49657,2463,3255,3723
49658,2464,3118,541
49659,2465,1429,1161
49660,2466,6252,4378
49661,2467,368,150
49662,2468,5306,3181
49663,2469,2487,403
49664,2470,691,4871
49665,2471,2313,5942
49666,2472,164,1269
49667,2473,1864,3037
49668,2474,1534,1770
49669,2475,5281,6143
49670,2476,992,1154
49671,2477,245,3886
49672,2478,2643,2083
49673,2479,541,5359
49674,2480,562,4443
49675,2481,941,1005
49676,2482,6524,4156
49677,2483,1017,2612
49678,2484,5918,3574
49679,2485,353,5564
49680,2486,1422,1483
49681,2487,5133,5688
49682,2488,2300,2566
49683,2489,4482,3502
49684,2490,4523,5142
49685,2491,4283,6589
49686,2492,1520,3263
49687,2493,5356,2006
49688,2494,1433,3721
49689,2495,5462,5041
49690,2496,113,1314
49691,2497,11,482
49692,2498,4684,3969
49693,2499,5910,2722
49694,2500,5483,1830
49695,2501,6352,3575
49696,2502,3543,3266
49697,2503,1111,5195
49698,2504,2511,723
49699,2505,712,3712
49700,2506,5261,919
49701,2507,2609,1245
49702,2508,653,5879
49703,2509,2258,303
49704,2510,5005,5233
49705,2511,4743,5269
49706,2512,4329,4403
49707,2513,2304,1320
49708,2514,5910,6713
49709,2515,3132,4704
49710,2516,3114,2760
49711,2517,4197,4435
49712,2518,1666,2056
49713,2519,625,4497
49714,2520,5757,5028
49715,2521,3326,602
49716,2522,2504,2109
49717,2523,5562,839
49718,2524,4513,5198
49719,2525,1262,1150
49720,2526,5687,4028
49721,2527,432,6421
49722,2528,626,4641
49723,2529,2757,6067
49724,2530,5358,1873
49725,2531,165,5813
49726,2532,5819,1604
49727,2533,2244,4027
49728,2534,3541,6394
49729,2535,2822,1075
49730,2536,1904,5192
49731,2537,6608,6716
49732,2538,6127,152
49733,2539,3051,1282
49734,2540,764,6680
49735,2541,2004,1001
49736,2542,3471,734
49737,2543,4649,5908
49738,2544,5223,5580
49739,2545,2449,1568
49740,2546,1646,3003
49741,2547,3149,4021
49742,2548,3005,1501
49743,2549,2150,5651
49744,2550,3465,3533
49745,2551,6054,6181
49746,2552,4485,3520
49747,2553,1491,6672
49748,2554,3537,1884
49749,2555,1746,5572
49750,2556,5577,6509
49751,2557,800,5894
49752,2558,2885,1571
49753,2559,5382,6330
49754,2560,2831,98
49755,2561,6176,1152
49756,2562,4680,5323
49757,2563,5867,1082
49758,2564,451,5667
49759,2565,4733,5553
49760,2566,604,6643
49761,2567,2431,3453
49762,2568,1863,3680
49763,2569,5092,1856
49764,2570,2900,1856
49765,2571,1564,4292
49766,2572,5537,893
49767,2573,1179,2816
49768,2574,3681,4372
49769,2575,4661,1893
49770,2576,6106,52
49771,2577,4907,831
49772,2578,5482,3732
49773,2579,6567,5303
49774,2580,4238,1098
49775,2581,274,3106
49776,2582,2545,2656
49777,2583,872,4741
49778,2584,5281,421
49779,2585,5587,4419
49780,2586,127,161
49781,2587,1434,1888
49782,2588,6497,5252
49783,2589,4181,1151
49784,2590,658,5243
49785,2591,3498,2350
49786,2592,4572,6006
49787,2593,2738,5431
49788,2594,4804,2635
49789,2595,6665,618
49790,2596,86,3591
49791,2597,6626,32
49792,2598,1857,5659
49793,2599,6173,5231
49794,2600,3476,1661
49795,2601,5479,5185
49796,2602,4041,6180
49797,2603,2955,4627
49798,2604,998,347
49799,2605,5623,5264
49800,2606,5018,6367
49801,2607,3326,3028
49802,2608,3205,589
49803,2609,2685,6010
49804,2610,2812,1775
49805,2611,6178,1734
49806,2612,4751,1175
49807,2613,59,268
49808,2614,2532,6458
49809,2615,1929,1140
49810,2616,4176,5041
49811,2617,2964,426
49812,2618,3956,1267
49813,2619,4489,4488
49814,2620,3803,6531
49815,2621,1760,6192
49816,2622,128,4909
49817,2623,565,1727
49818,2624,3780,6414
49819,2625,6644,1501
49820,2626,4080,1062
49821,2627,128,5161
49822,2628,4261,2091
49823,2629,2325,1865
49824,2630,3005,220
49825,2631,5129,173
49826,2632,6062,3675
49827,2633,2401,1647
49828,2634,6630,2159
49829,2635,3840,1055
49830,2636,586,6284
49831,2637,172,5399
49832,2638,5163,5649
49833,2639,3985,1908
49834,2640,1677,6107
49835,2641,2928,6293
49836,2642,1942,1190
49837,2643,5208,6585
49838,2644,5017,6740
49839,2645,1801,3239
49840,2646,677,6171
49841,2647,6552,4720
49842,2648,3341,5409
49843,2649,4501,4168
49844,2650,4748,4560
49845,2651,3539,1697
49846,2652,1540,5386
49847,2653,3473,3452
49848,2654,3645,3902
49849,2655,1974,5066
49850,2656,6071,415
49851,2657,3344,582
49852,2658,13,2575
49853,2659,2970,4576
49854,2660,4043,2979
49855,2661,4004,117
49856,2662,6237,4565
49857,2663,2568,4254
49858,2664,3073,1992
49859,2665,5150,2167
49860,2666,5877,1911
49861,2667,6122,5139
49862,2668,3504,723
49863,2669,2436,3415
49864,2670,4545,1187
49865,2671,3288,1480
49866,2672,1035,4614
49867,2673,2827,6308
49868,2674,5218,1837
49869,2675,2006,5450
49870,2676,6347,2590
49871,2677,3837,5756
49872,2678,2130,1905
49873,2679,6413,1075
49874,2680,2474,6541
49875,2681,499,409
49876,2682,6739,1575
49877,2683,6579,2502
49878,2684,1234,1347
49879,2685,3527,3364
49880,2686,1242,2981
49881,2687,5295,150
49882,2688,401,2256
49883,2689,6425,6319
49884,2690,3561,3270
49885,2691,5938,613
49886,2692,6288,3684
49887,2693,2981,3095
49888,2694,4480,2667
49889,2695,4148,4086
49890,2696,5080,2124
49891,2697,6572,378
49892,2698,6333,1768
49893,2699,4561,6635
49894,2700,865,6219
49895,2701,3401,3784
49896,2702,3697,2452
49897,2703,4398,2118
49898,2704,4896,2159
49899,2705,4777,4598
49900,2706,6249,4317
49901,2707,322,5397
49902,2708,5915,581
49903,2709,1237,1644
49904,2710,1241,2629
49905,2711,3581,919
49906,2712,556,159
49907,2713,198,879
49908,2714,6174,4366
49909,2715,4364,5231
49910,2716,1022,1648
49911,2717,1472,2893
49912,2718,5801,6317
49913,2719,5400,3664
49914,2720,4595,1430
49915,2721,3601,125
49916,2722,6499,3918
49917,2723,1278,2180
49918,2724,107,2252
49919,2725,327,2152
49920,2726,6676,5622
49921,2727,1994,2699
49922,2728,545,3959
49923,2729,4441,2438
49924,2730,6497,3443
49925,2731,5817,5905
49926,2732,699,240
49927,2733,5365,2794
49928,2734,6183,6542
49929,2735,3237,172
49930,2736,4347,4010
49931,2737,4114,4498
49932,2738,5402,2578
49933,2739,2831,1677
49934,2740,6550,5075
49935,2741,896,4776
49936,2742,1586,2355
49937,2743,3951,6198
49938,2744,2987,5348
49939,2745,6134,2109
49940,2746,32,743
49941,2747,5296,6698
49942,2748,2379,1347
49943,2749,499,379
49944,2750,1017,1259
49945,2751,4583,6085
49946,2752,4329,531
49947,2753,1161,1829
49948,2754,2862,5585
49949,2755,1587,5621
49950,2756,5150,3603
49951,2757,897,5818
49952,2758,4808,5683
49953,2759,1770,6633
49954,2760,6586,392
49955,2761,5185,2611
49956,2762,2032,3745
49957,2763,5703,2077
49958,2764,5087,2754
49959,2765,1136,6468
49960,2766,5150,6293
49961,2767,6717,1147
49962,2768,69,2358
49963,2769,1998,5475
49964,2770,6170,4864
49965,2771,5763,3018
49966,2772,322,2240
49967,2773,3467,1032
49968,2774,4786,380
49969,2775,3,4180
49970,2776,6397,5077
49971,2777,2697,6391
49972,2778,3662,1557
49973,2779,5265,18
49974,2780,583,2523
49975,2781,1754,1500
49976,2782,5193,2024
49977,2783,3353,3995
49978,2784,4620,1070
49979,2785,5510,3863
49980,2786,5517,3016
49981,2787,4815,2677
49982,2788,6642,4325
49983,2789,386,702
49984,2790,2973,5306
49985,2791,171,2106
49986,2792,6141,5212
49987,2793,6049,493
49988,2794,4034,5014
49989,2795,546,3032
49990,2796,5160,4780
49991,2797,3092,6398
49992,2798,3182,4849
49993,2799,1332,672
49994,2800,64,942
49995,2801,3555,419
49996,2802,2709,4129
49997,2803,4273,5934
49998,2804,2145,3276
49999,2805,5779,796
50000,2806,1886,5097
50001,2807,6396,3563
50002,2808,3223,5061
50003,2809,4181,6478
50004,2810,2010,2669
50005,2811,5724,2141
50006,2812,5593,1036
50007,2813,1826,5240
50008,2814,1181,5291
50009,2815,2453,6151
50010,2816,2863,6368
50011,2817,987,5409
50012,2818,1303,3562
50013,2819,2393,3502
50014,2820,371,307
50015,2821,6144,1994
50016,2822,5387,4391
50017,2823,2350,6645
50018,2824,3980,5905
50019,2825,1943,3149
50020,2826,4892,1143
50021,2827,2044,1929
50022,2828,1523,2131
50023,2829,6369,4747
50024,2830,6254,5308
50025,2831,5569,4612
50026,2832,3530,5499
50027,2833,1785,5988
50028,2834,1882,6703
50029,2835,1116,4296
50030,2836,6452,3852
50031,2837,2945,583
50032,2838,3807,5387
50033,2839,4360,4103
50034,2840,5418,4290
50035,2841,1730,5120
50036,2842,3378,1964
50037,2843,6210,5593
50038,2844,3086,6020
50039,2845,1344,538
50040,2846,4372,3812
50041,2847,1819,2284
50042,2848,368,792
50043,2849,6249,3428
50044,2850,4736,2518
50045,2851,1774,6204
50046,2852,1079,3297
50047,2853,3049,5308
50048,2854,2495,5416
50049,2855,3263,210
50050,2856,560,3212
50051,2857,1217,6516
50052,2858,691,6176
50053,2859,2068,6024
50054,2860,1294,3959
50055,2861,1358,4859
50056,2862,5565,4932
50057,2863,5868,2971
50058,2864,4680,5444
50059,2865,1307,5960
50060,2866,3390,27
50061,2867,5189,1692
50062,2868,3749,3348
50063,2869,3877,1854
50064,2870,6307,5305
50065,2871,3244,3086
50066,2872,2398,646
50067,2873,1934,6714
50068,2874,2278,1322
50069,2875,4946,5234
50070,2876,4255,6235
50071,2877,3006,2827
50072,2878,3040,4451
50073,2879,2461,2570
50074,2880,4146,3260
50075,2881,1323,6394
50076,2882,1699,3995
50077,2883,4070,3250
50078,2884,2241,1122
50079,2885,3781,2323
50080,2886,6178,6270
50081,2887,3649,4313
50082,2888,4582,4233
50083,2889,1526,4034
50084,2890,4090,1487
50085,2891,3569,6473
50086,2892,944,18
50087,2893,1335,6529
50088,2894,201,931
50089,2895,4233,5601
50090,2896,5635,6617
50091,2897,5186,3941
50092,2898,560,2187
50093,2899,777,2696
50094,2900,3432,5146
50095,2901,900,121
50096,2902,1760,6633
50097,2903,1956,751
50098,2904,349,6330
50099,2905,5196,3254
50100,2906,2532,4014
50101,2907,2679,2734
50102,2908,5606,6267
50103,2909,2354,6297
50104,2910,5656,6594
50105,2911,1613,3914
50106,2912,545,807
50107,2913,6665,5179
50108,2914,5687,1132
50109,2915,4359,4245
50110,2916,4932,5322
50111,2917,6489,3315
50112,2918,502,294
50113,2919,6044,3893
50114,2920,6536,5531
50115,2921,6344,2290
50116,2922,1223,1399
50117,2923,737,5466
50118,2924,4815,4474
50119,2925,3120,4054
50120,2926,2270,2224
50121,2927,4344,4349
50122,2928,81,6397
50123,2929,3869,639
50124,2930,6041,3952
50125,2931,564,1142
50126,2932,17,3766
50127,2933,5351,5151
50128,2934,856,3509
50129,2935,3264,3105
50130,2936,1246,533
50131,2937,4895,4688
50132,2938,2945,2876
50133,2939,893,3031
50134,2940,496,5548
50135,2941,6005,1718
50136,2942,6525,6736
50137,2943,4182,135
50138,2944,3497,3079
50139,2945,2356,3315
50140,2946,3215,1552
50141,2947,2151,5883
50142,2948,2092,6323
50143,2949,2122,150
50144,2950,534,4052
50145,2951,2393,2916
50146,2952,3051,2290
50147,2953,3499,5799
50148,2954,3903,6293
50149,2955,3075,6313
50150,2956,5617,1452
50151,2957,752,224
50152,2958,10,2269
50153,2959,4644,2003
50154,2960,2697,5585
50155,2961,5388,6185
50156,2962,4171,2805
50157,2963,6144,491
50158,2964,4876,5049
50159,2965,4368,5545
50160,2966,1299,3506
50161,2967,5705,3816
50162,2968,1070,6412
50163,2969,6679,1416
50164,2970,3611,1160
50165,2971,6506,2301
50166,2972,1792,3469
50167,2973,6582,514
50168,2974,2986,4339
50169,2975,4853,953
50170,2976,6533,2179
50171,2977,3627,3551
50172,2978,3573,6739
50173,2979,4882,2363
50174,2980,3064,1513
50175,2981,718,6016
50176,2982,1354,5168
50177,2983,4967,2006
50178,2984,6223,571
50179,2985,5758,6218
50180,2986,6123,509
50181,2987,2044,2542
50182,2988,1962,6480
50183,2989,4204,1660
50184,2990,5270,3898
50185,2991,246,4592
50186,2992,4026,4454
50187,2993,2658,2349
50188,2994,6556,5754
50189,2995,6206,3239
50190,2996,2097,440
50191,2997,6062,2429
50192,2998,4872,4021
50193,2999,6693,5903
50194,3000,5874,803
50195,3001,689,3973
50196,3002,3775,5317
50197,3003,3054,6274
50198,3004,3561,2078
50199,3005,1086,5556
50200,3006,4675,3088
50201,3007,5892,3617
50202,3008,3352,4237
50203,3009,418,14
50204,3010,2585,4913
50205,3011,870,4399
50206,3012,5871,923
50207,3013,1042,2779
50208,3014,550,6563
50209,3015,560,4214
50210,3016,398,2652
50211,3017,3502,2843
50212,3018,434,4804
50213,3019,1408,305
50214,3020,3282,4852
50215,3021,1597,4632
50216,3022,6048,1988
50217,3023,5861,4303
50218,3024,5749,4653
50219,3025,563,2594
50220,3026,5638,2684
50221,3027,4744,747
50222,3028,5018,4099
50223,3029,4702,3705
50224,3030,2061,2968
50225,3031,3003,2524
50226,3032,5394,2238
50227,3033,766,1322
50228,3034,259,5154
50229,3035,1227,5097
50230,3036,330,5548
50231,3037,3344,601
50232,3038,244,3965
50233,3039,1113,2084
50234,3040,2679,6184
50235,3041,4391,4939
50236,3042,5842,1443
50237,3043,5031,2343
50238,3044,4912,1463
50239,3045,5168,243
50240,3046,5303,2064
50241,3047,854,167
50242,3048,373,4941
50243,3049,2164,6429
50244,3050,1629,6709
50245,3051,454,128
50246,3052,3713,6066
50247,3053,4227,415
50248,3054,2899,5028
50249,3055,5365,4404
50250,3056,5724,2982
50251,3057,6006,485
50252,3058,6392,6550
50253,3059,3357,3819
50254,3060,1642,2388
50255,3061,1832,3418
50256,3062,1883,5180
50257,3063,4735,4049
50258,3064,6298,6523
50259,3065,3548,3395
50260,3066,4797,5426
50261,3067,86,4406
50262,3068,2533,3296
50263,3069,3488,5057
50264,3070,3911,6717
50265,3071,68,3363
50266,3072,1535,4301
50267,3073,560,126
50268,3074,4055,1618
50269,3075,4971,1605
50270,3076,6565,5513
50271,3077,1178,6616
50272,3078,388,956
50273,3079,2479,6025
50274,3080,1185,2902
50275,3081,2153,3606
50276,3082,3482,2986
50277,3083,6273,4098
50278,3084,4705,3357
50279,3085,3670,5545
50280,3086,5219,5970
50281,3087,1321,5228
50282,3088,6321,323
50283,3089,3497,6040
50284,3090,6217,5646
50285,3091,6632,1998
50286,3092,2769,3766
50287,3093,2330,2870
50288,3094,199,1781
50289,3095,5445,1244
50290,3096,3059,232
50291,3097,1085,5059
50292,3098,3889,5882
50293,3099,3674,1979
50294,3100,3584,3002
50295,3101,2653,3124
50296,3102,3918,5847
50297,3103,4989,5137
50298,3104,6234,3583
50299,3105,3069,6719
50300,3106,1139,1955
50301,3107,1053,1574
50302,3108,2010,1855
50303,3109,499,5498
50304,3110,1591,2747
50305,3111,4478,1644
50306,3112,2485,2719
50307,3113,931,634
50308,3114,4656,3288
50309,3115,2271,4978
50310,3116,3841,6565
50311,3117,136,3501
50312,3118,4916,154
50313,3119,6340,2139
50314,3120,5553,381
50315,3121,2960,6479
50316,3122,4297,5643
50317,3123,4007,1441
50318,3124,648,1664
50319,3125,2076,4209
50320,3126,4749,4346
50321,3127,6073,5651
50322,3128,1362,3167
50323,3129,1472,2659
50324,3130,3825,3900
50325,3131,5842,3004
50326,3132,820,2828
50327,3133,3957,1542
50328,3134,68,5601
50329,3135,2166,669
50330,3136,2226,1280
50331,3137,3939,3184
50332,3138,33,3089
50333,3139,4778,6037
50334,3140,865,1297
50335,3141,2978,2388
50336,3142,3888,4188
50337,3143,3980,675
50338,3144,5964,6390
50339,3145,5307,1737
50340,3146,5921,4172
50341,3147,3048,399
50342,3148,670,1411
50343,3149,4985,3586
50344,3150,3315,4693
50345,3151,4102,4911
50346,3152,4069,5027
50347,3153,2325,231
50348,3154,878,6244
50349,3155,1144,150
50350,3156,192,1346
50351,3157,2844,487
50352,3158,6129,4343
50353,3159,4976,5627
50354,3160,3725,6345
50355,3161,4681,1122
50356,3162,2407,4224
50357,3163,1937,2368
50358,3164,6403,5673
50359,3165,5839,5150
50360,3166,4618,4800
50361,3167,5646,3245
50362,3168,6373,4293
50363,3169,3376,5614
50364,3170,3092,3362
50365,3171,1137,4783
50366,3172,1545,3937
50367,3173,4584,5351
50368,3174,1652,5485
50369,3175,619,3748
50370,3176,2792,4132
50371,3177,6488,6662
50372,3178,610,1875
50373,3179,3850,4773
50374,3180,3921,5030
50375,3181,2811,5883
50376,3182,5839,2775
50377,3183,3455,1361
50378,3184,3876,6682
50379,3185,1454,3071
50380,3186,2886,3861
50381,3187,5788,5877
50382,3188,1179,1647
50383,3189,2008,5113
50384,3190,1378,1046
50385,3191,4476,2950
50386,3192,5938,1013
50387,3193,1360,1365
50388,3194,1650,4636
50389,3195,982,1883
50390,3196,5292,1996
50391,3197,3205,4264
50392,3198,6438,5613
50393,3199,5663,2951
50394,3200,3554,2143
50395,3201,462,6661
50396,3202,4274,168
50397,3203,320,1050
50398,3204,3922,1540
50399,3205,1501,78
50400,3206,4183,6540
50401,3207,2383,781
50402,3208,581,1902
50403,3209,1261,4095
50404,3210,919,5639
50405,3211,6519,503
50406,3212,3443,5883
50407,3213,1215,1274
50408,3214,6456,4044
50409,3215,4574,2293
50410,3216,1679,5897
50411,3217,4458,45
50412,3218,209,5905
50413,3219,1543,5631
50414,3220,727,2472
50415,3221,3921,5150
50416,3222,2309,1806
50417,3223,3483,2523
50418,3224,1804,1806
50419,3225,3380,2448
50420,3226,6558,1006
50421,3227,1791,5615
50422,3228,489,109
50423,3229,6524,3930
50424,3230,3961,4325
50425,3231,2491,2470
50426,3232,2158,5262
50427,3233,5566,1434
50428,3234,948,3798
50429,3235,1784,4829
50430,3236,17,3812
50431,3237,4446,6274
50432,3238,5698,601
50433,3239,3111,4020
50434,3240,5391,2539
50435,3241,3022,4535
50436,3242,784,5785
50437,3243,490,6455
50438,3244,5951,1353
50439,3245,228,574
50440,3246,4125,4387
50441,3247,5290,5643
50442,3248,3105,4377
50443,3249,5660,2064
50444,3250,1592,5330
50445,3251,1781,2150
50446,3252,999,1116
50447,3253,689,5010
50448,3254,2846,1398
50449,3255,4217,4250
50450,3256,804,6310
50451,3257,1516,2696
50452,3258,5707,4489
50453,3259,728,5647
50454,3260,2736,1993
50455,3261,1830,3594
50456,3262,197,5069
50457,3263,5706,4824
50458,3264,1473,1413
50459,3265,971,5774
50460,3266,3558,3820
50461,3267,1185,2014
50462,3268,4160,3545
50463,3269,3683,4915
50464,3270,4390,4323
50465,3271,334,3855
50466,3272,4636,4668
50467,3273,2534,3638
50468,3274,5477,1429
50469,3275,4905,3484
50470,3276,4025,2779
50471,3277,1554,4802
50472,3278,129,3447
50473,3279,2498,2044
50474,3280,2788,20
50475,3281,5944,2047
50476,3282,4874,2288
50477,3283,3421,241
50478,3284,1477,417
50479,3285,250,2971
50480,3286,2149,3577
50481,3287,5676,1549
50482,3288,3993,1423
50483,3289,544,1911
50484,3290,1557,5156
50485,3291,5339,5756
50486,3292,272,3651
50487,3293,5537,3313
50488,3294,3908,2205
50489,3295,115,4377
50490,3296,5516,5551
50491,3297,3730,4339
50492,3298,3007,5144
50493,3299,733,3293
50494,3300,4580,3933
50495,3301,4018,2053
50496,3302,2118,6204
50497,3303,1557,3097
50498,3304,4510,4809
50499,3305,314,1549
50500,3306,3102,1471
50501,3307,6511,2603
50502,3308,3943,695
50503,3309,793,2577
50504,3310,4665,3877
50505,3311,4082,618
50506,3312,1721,2232
50507,3313,5385,3205
50508,3314,6244,3375
50509,3315,5049,2258
50510,3316,84,512
50511,3317,4601,1988
50512,3318,428,3006
50513,3319,1240,1125
50514,3320,6651,843
50515,3321,3141,6685
50516,3322,186,1889
50517,3323,3738,2060
50518,3324,2910,1496
50519,3325,6396,402
50520,3326,3034,1628
50521,3327,2329,224
50522,3328,2069,905
50523,3329,2957,2374
50524,3330,1590,1774
50525,3331,4631,3654
50526,3332,2470,4227
50527,3333,4452,5041
50528,3334,502,3585
50529,3335,1165,4066
50530,3336,5271,336
50531,3337,4920,5863
50532,3338,2561,129
50533,3339,3381,5818
50534,3340,5739,644
50535,3341,6542,1398
50536,3342,5886,3688
50537,3343,5083,6594
50538,3344,1628,5515
50539,3345,4738,4819
50540,3346,2346,3714
50541,3347,5552,3665
50542,3348,240,2500
50543,3349,6004,3691
50544,3350,6034,2688
50545,3351,6048,2462
50546,3352,2975,6493
50547,3353,571,4214
50548,3354,6225,1276
50549,3355,1045,5159
50550,3356,4636,1198
50551,3357,3643,569
50552,3358,1975,5864
50553,3359,3940,2561
50554,3360,4663,2597
50555,3361,4290,3527
50556,3362,1365,2012
50557,3363,3474,4964
50558,3364,983,6535
50559,3365,5822,1800
50560,3366,2748,1442
50561,3367,4706,125
50562,3368,4460,5535
50563,3369,1146,5868
50564,3370,5734,991
50565,3371,5327,4145
50566,3372,3118,5740
50567,3373,1303,2238
50568,3374,6546,2574
50569,3375,4361,5024
50570,3376,5437,6182
50571,3377,5831,6437
50572,3378,2623,2781
50573,3379,3579,2715
50574,3380,4064,2944
50575,3381,5730,5780
50576,3382,4650,3064
50577,3383,4440,6230
50578,3384,1370,1350
50579,3385,4965,1554
50580,3386,5484,538
50581,3387,2732,3264
50582,3388,1086,2025
50583,3389,750,933
50584,3390,480,3986
50585,3391,961,2034
50586,3392,4044,2182
50587,3393,1819,3521
50588,3394,4997,6603
50589,3395,6730,3029
50590,3396,5941,3248
50591,3397,2303,3386
50592,3398,3335,2500
50593,3399,663,5539
50594,3400,4172,4166
50595,3401,6729,156
50596,3402,4150,2207
50597,3403,2446,1374
50598,3404,5081,4835
50599,3405,5120,4241
50600,3406,5094,1095
50601,3407,5251,6154
50602,3408,3581,6099
50603,3409,2337,5204
50604,3410,741,994
50605,3411,3019,858
50606,3412,5467,4132
50607,3413,4078,6052
50608,3414,2080,5431
50609,3415,6609,2306
50610,3416,802,3278
50611,3417,6309,6185
50612,3418,3255,4036
50613,3419,3626,5411
50614,3420,4663,1199
50615,3421,749,6186
50616,3422,4831,4859
50617,3423,4087,5152
50618,3424,386,891
50619,3425,3681,1468
50620,3426,5239,765
50621,3427,662,361
50622,3428,2538,4187
50623,3429,4476,2992
50624,3430,4989,4096
50625,3431,1239,4377
50626,3432,5903,2088
50627,3433,906,4166
50628,3434,678,3981
50629,3435,6487,934
50630,3436,3444,4242
50631,3437,4623,1449
50632,3438,2135,1166
50633,3439,3451,2469
50634,3440,291,5512
50635,3441,5638,328
50636,3442,4571,4812
50637,3443,6091,3195
50638,3444,6420,3183
50639,3445,611,3332
50640,3446,2231,5968
50641,3447,1769,6709
50642,3448,4568,5620
50643,3449,5295,6225
50644,3450,5411,3837
50645,3451,1395,1012
50646,3452,3597,5166
50647,3453,4007,3383
50648,3454,1026,5226
50649,3455,4978,2223
50650,3456,6187,214
50651,3457,5860,2249
50652,3458,1503,1749
50653,3459,1162,4881
50654,3460,6486,4425
50655,3461,2664,5543
50656,3462,1340,606
50657,3463,3118,678
50658,3464,4427,3733
50659,3465,4331,1168
50660,3466,5910,2000
50661,3467,4758,455
50662,3468,5753,3311
50663,3469,4451,1151
50664,3470,605,642
50665,3471,5786,6509
50666,3472,2855,4128
50667,3473,6340,3338
50668,3474,3655,2536
50669,3475,1164,4143
50670,3476,4428,2137
50671,3477,2636,4512
50672,3478,5444,2045
50673,3479,198,5189
50674,3480,5729,3238
50675,3481,3245,4344
50676,3482,2996,3122
50677,3483,3347,4346
50678,3484,1337,4987
50679,3485,1763,3138
50680,3486,638,3555
50681,3487,5524,160
50682,3488,5875,4112
50683,3489,1746,1509
50684,3490,4735,5583
50685,3491,4388,3009
50686,3492,5825,2539
50687,3493,4194,3523
50688,3494,2036,5938
50689,3495,5817,933
50690,3496,2001,3966
50691,3497,515,1301
50692,3498,3042,5376
50693,3499,2769,1465
50694,3500,6709,1397
50695,3501,2242,2654
50696,3502,3350,4412
50697,3503,1909,1364
50698,3504,5567,405
50699,3505,3925,1036
50700,3506,5413,1186
50701,3507,4452,6029
50702,3508,2639,3362
50703,3509,5922,4400
50704,3510,3247,3491
50705,3511,2048,6059
50706,3512,5168,2919
50707,3513,5099,2057
50708,3514,4466,3826
50709,3515,2140,1056
50710,3516,5000,4273
50711,3517,4851,6074
50712,3518,657,4299
50713,3519,4519,1908
50714,3520,4810,4342
50715,3521,5970,112
50716,3522,4374,3322
50717,3523,6244,4411
50718,3524,6112,4323
50719,3525,3376,4364
50720,3526,2792,2223
50721,3527,6350,663
50722,3528,2142,770
50723,3529,3192,5360
50724,3530,1044,4911
50725,3531,5354,2935
50726,3532,5755,5404
50727,3533,3279,127
50728,3534,1408,1775
50729,3535,148,611
50730,3536,1295,129
50731,3537,5674,2695
50732,3538,4748,2246
50733,3539,6613,2165
50734,3540,5311,6110
50735,3541,5384,1711
50736,3542,4849,4631
50737,3543,6571,3992
50738,3544,2221,3553
50739,3545,1209,933
50740,3546,5876,5869
50741,3547,6034,150
50742,3548,5295,3737
50743,3549,1185,1118
50744,3550,5966,4397
50745,3551,6185,2341
50746,3552,47,4516
50747,3553,5490,56
50748,3554,3174,4306
50749,3555,2193,4833
50750,3556,4826,19
50751,3557,2807,1181
50752,3558,2677,1732
50753,3559,3722,2663
50754,3560,1870,5535
50755,3561,2713,1155
50756,3562,5727,5145
50757,3563,3795,6662
50758,3564,4290,1776
50759,3565,1318,3194
50760,3566,2039,2954
50761,3567,3595,1293
50762,3568,698,3773
50763,3569,1702,1959
50764,3570,6186,2305
50765,3571,2680,2013
50766,3572,1832,992
50767,3573,4527,2754
50768,3574,4132,1312
50769,3575,1787,1526
50770,3576,1539,3053
50771,3577,2088,4965
50772,3578,4369,6001
50773,3579,4342,3812
50774,3580,6726,539
50775,3581,1939,4441
50776,3582,3715,5226
50777,3583,6395,3857
50778,3584,6170,5051
50779,3585,5686,471
50780,3586,4041,4623
50781,3587,3886,2107
50782,3588,745,2597
50783,3589,4453,4650
50784,3590,154,1593
50785,3591,3764,6145
50786,3592,5183,4231
50787,3593,5205,570
50788,3594,5513,321
50789,3595,6428,5979
50790,3596,3285,2550
50791,3597,3517,3066
50792,3598,5511,2042
50793,3599,3097,1545
50794,3600,3548,3803
50795,3601,1715,1412
50796,3602,5535,6327
50797,3603,2739,322
50798,3604,6299,78
50799,3605,1970,4852
50800,3606,6578,1522
50801,3607,2307,6502
50802,3608,1173,524
50803,3609,4557,589
50804,3610,5516,714
50805,3611,4425,3314
50806,3612,3796,2056
50807,3613,6161,4793
50808,3614,695,4804
50809,3615,2105,6339
50810,3616,2467,846
50811,3617,55,3698
50812,3618,6135,2144
50813,3619,564,1018
50814,3620,273,539
50815,3621,291,1589
50816,3622,747,2961
50817,3623,3414,5963
50818,3624,5465,3240
50819,3625,612,3166
50820,3626,260,3990
50821,3627,2339,1770
50822,3628,3344,805
50823,3629,2436,1299
50824,3630,6050,1475
50825,3631,3836,1553
50826,3632,61,1649
50827,3633,4030,4111
50828,3634,3180,2246
50829,3635,1347,4302
50830,3636,5079,2764
50831,3637,2390,1992
50832,3638,5748,3835
50833,3639,5991,599
50834,3640,5968,4316
50835,3641,497,1934
50836,3642,1245,119
